IdTweet,IdUser,UserName,ScreenName,Location,TweetAt,UploadTweet,OriginalTweet
1471322989568299008,1410229937290637312,Fachrezzy,fachrezzy_s,Dibawah Lindungan Allah swt,2021-12-16 03:35:11+00:00,Twitter Web App,@Muhsinsukandar5 @py2kphotography @FerdinandHaean3 @KPK_RI trus gue tanya bong..apa bedanya dg sumur resapan..kenap… https://t.co/NFXLNejKHp
1471322987999555585,790616377,Hellboy,delliAmin,,2021-12-16 03:35:10+00:00,Twitter for Android,"@TomCruzz555 koq KPK nya berpolitik praktis, emang cocok KPK ini dibubarkan aja.. bagaimana bisa 0%, mungkin kalo t… https://t.co/5VcFREQIAe"
1471322987261349888,1058255746482098176,Mugi.com,Mujiyono_1926,"Purbalingga, Indonesia",2021-12-16 03:35:10+00:00,Twitter for Android,"@Fer_78748 kacau bener ni KPK, buat apa coba ngusulin PT0%"
1471322892738519043,1440106084845318145,Alejandro,Alejandro170776,,2021-12-16 03:34:48+00:00,Twitter for Android,"@KPK_RI kami menunggu keseriusannya dalam menangani Formula E, Sumur Resapan dan lain2. Jeruk yg bisa dibagi2 ke wa… https://t.co/RE1Qry8I0z"
1471322880159805440,1402234579985989632,`•.^mas▫WAHAβ.^•`,WahabWahabbb911,NEGARA KESATUAN RI. ,2021-12-16 03:34:45+00:00,Twitter for Android,"@Fer_78748 @KPK_RI ketuanya merangkap kadrun. 
Ga malu numpang hidup dg pemerintah yg sah. 
Penghianat kau ket kpk. 
@jokowi"
1471322814187589635,1136467266,Follback Dong Kaka',LutfiElFatih,,2021-12-16 03:34:29+00:00,Twitter Web App,"RT @Dandhy_Laksono: Dari yang tersisa seperti Bansos pun, dikorupsi.

Dari pemberantas korupsi yang tersisa seperti KPK pun, dilucuti."
1471322808550526977,935979134,janur,inungjanur,"Purbalingga, Indonesia",2021-12-16 03:34:28+00:00,Twitter Web App,"RT @Dandhy_Laksono: Dari yang tersisa seperti Bansos pun, dikorupsi.

Dari pemberantas korupsi yang tersisa seperti KPK pun, dilucuti."
1471322726866374656,1344218267477368833,Yanti Erwien,ewink_tie,,2021-12-16 03:34:08+00:00,Twitter for Android,"RT @lintang_ayoe: Selama aku magang, aku belajar penyusunan RKAP project dll untk 1 thn anggaran pekerjaan 

jdi kontraktor ga bisa abal2,…"
1471322685841948677,1286444704632979456,𝕃𝕖𝕞𝕓𝕒𝕙 𝕋𝕚𝕕𝕒𝕣 ✍,LembahTidar_,Indonesia,2021-12-16 03:33:58+00:00,Twitter for Android,"RT @FerdinandHaean3: Jk gagal Juni 2022, mk Anies Baswedan hrs dipenjarakan karena telah merugikan keuangan negara sangat besar..!!! Rakyat…"
1471322656783802371,2160633223,120+220hexktor,AdinPrasada,,2021-12-16 03:33:51+00:00,Twitter Web App,@KadrunGoblokPea biar enak cabut dulu dr KPK jd bebas koar koar
1471322591520440324,899456168619237376,Rakyat Recehan™,Rakyat_Recehan,Boncengan Ojol ,2021-12-16 03:33:36+00:00,Twitter for Android,RT @FelixMagath6: @Rakyat_Recehan Oh pantesan kasusnya jalan di tempat apalagi setelah didatangi Ketua KPK DKI si BW... 🤦‍♂️🤦‍♂️🤨🤨
1471322559723425793,1346814043818917889,jebeng tetuko,SenoWerkudoro4,,2021-12-16 03:33:28+00:00,Twitter for Android,@Fer_78748 Si Firli ini kan ketua KPK kenapa ngurusin presidential Threshold hahahaha.   Urusin itu kasus kasus DKI… https://t.co/4y9geSy6pE
1471322532108140545,1263004629786169344,Riesky Novri,Rieskynovri,Indonesia,2021-12-16 03:33:22+00:00,Twitter for Android,@KadrunGoblokPea KPK bicara politik?
1471322522436071429,73084689,Ferry WF 🇮🇩,ferrywf,,2021-12-16 03:33:19+00:00,Twitter for iPhone,"RT @Ar07Pangeran: Se enak JIDAT KALIAN saja!
.
.
.
Maju Mundur Maju Mundur...! (syaaantiiik)
.
.
Apakah selama ini TANPA DIKAJI, BUANG DUIT…"
1471322514873675776,968403563742248960,Sanusi Ismail,SanusiIsmail20,Indonesia,2021-12-16 03:33:18+00:00,Twitter for Android,@FerdinandHaean3 @KPK_RI Wajib di di proses klo terbukti bui
1471322476156047361,1186946650595418116,VOI.id,voidotid,Indonesia,2021-12-16 03:33:08+00:00,VOI.ID,Komisi Pemberantasan Korupsi (KPK) terus mengusut dugaan suap proyek pekerjaan infrastruktur pada Dinas PUPR Kota B… https://t.co/cAHwH1dk5m
1471322435450335236,1418401455019499521,$omarw^n€S,S3fnatS,,2021-12-16 03:32:59+00:00,Twitter for Android,"@TomCruzz555 Ternyata oh ternyata firli baubau beyehury jg ya
Ompong dong @KPK_RI nya"
1471322424255807488,1964748001,mbahGandalf,mbahGandalf,Indonesia,2021-12-16 03:32:56+00:00,Twitter for Android,"@sabar_setiabudi Hadeuuh...KPK dipimpin FB bukan LEMBAGA anti rasuah, tetapi LEMBAGA PENCARI CUAN.....🤔🤔"
1471322340881362947,703769628955181056,mulatt,mulatt3,,2021-12-16 03:32:36+00:00,Twitter for Android,"@Fer_78748 🤣🤣🤣🤣
Dulu dibela mati matian karena memberangus musuh yg kalian sebut kadrun. Sekarang begitu mau membon… https://t.co/IKWMcsrKCl"
1471322323928039427,464276732,markus simanjuntak,MarkusMsa,"Jakarta, Indonesia
",2021-12-16 03:32:32+00:00,Twitter for iPhone,"@Fer_78748 @KejaksaanRI mohon diambil alih saja deh kasus Formula E dan Rumah DP 0%, @KPK_RI sudah ketahuan warnanya"
1471322287806713858,92187051,ImaNRachma 🇮🇩#YNWA,inrachma,Jakarta,2021-12-16 03:32:23+00:00,Twitter for Android,"@lintang_ayoe @DKIJakarta @KPK_RI Iya, giliran bikin laporan riset yg dananya 50 juta aja ribetnya minta ampun"
1471322283536879616,1098790982856757251,Makmur,Makmur13745478,Jakarta,2021-12-16 03:32:22+00:00,Twitter for Android,@geloraco KPK mandul..
1471322171163045890,808858837201489920,Agung,ISupart,,2021-12-16 03:31:56+00:00,Twitter for iPhone,@FerdinandHaean3 @KPK_RI Bukan uang yg disetor ke organisasi formula E internasional tapi uang mark-up yg terlanjur… https://t.co/FP2NLzfy7C
1471322106965028864,1413046308487655424,"N̷u̷s̷a̷n̷t̷a̷r̷a̷C̷o̷f̷e̷e̷ ☕ ,💯🇮🇩",NusantaraCofee,,2021-12-16 03:31:40+00:00,Twitter for Android,KPK sukses buat koruptor ketakutan. https://t.co/vLLrHluNBp
1471322099113365506,3311675726,Asal Jeplak,asjeplak,Jakarta Capital Region,2021-12-16 03:31:38+00:00,WordPress.com,KPK Perpanjang Penahanan Dua Tersangka Korupsi Pabrik Gula PTPN XI https://t.co/6f5l3TKoN0
1471322056222384131,1157994315009757184,chaeee,chae_our,,2021-12-16 03:31:28+00:00,Twitter for Android,"KPK akan buru DPO korupsi

Ayo Disiplin Prokes https://t.co/KG0Wcee0pf"
1471321926823858181,1457344767671431178,Roy M Nasution,RoyMNasution3,,2021-12-16 03:30:57+00:00,Twitter for Android,"RT @febridiansyah: https://t.co/kRbNKdMamk

Kasus suap-menyuap Rachel Vennya dan staf DPR, Ovelina Pratiwi, tidak bisa dijerat UU Tipikor k…"
1471321822776152064,4842584802,Mbah Win,MbahWin3,,2021-12-16 03:30:33+00:00,Twitter for Android,"@FerdinandHaean3 @KPK_RI Sabar brow ...gk smp seabad pasti sdh digelar yg namanya formula e, andai toh gagal kan ma… https://t.co/80bXPzkR6N"
1471321760201011203,1357010470754869255,Alif Junianto,AlifJunianto89,"West Papua, Indonesia",2021-12-16 03:30:18+00:00,Twitter for Android,"KPK janji buru DPO kasus korupsi

Ayo Disiplin Prokes https://t.co/ZcOz7oTPJC"
1471321750977671168,2273834636,joko tingkir,jokotin59927788,,2021-12-16 03:30:15+00:00,Twitter for Android,"@FerdinandHaean3 @KPK_RI Kalau benar omongan bamsut uang gak bisa kembali, berarti benar ada lebel GUBERNUR TERBODOH SEDUNIA"
1471321627115671554,1113698959942230016,kehedsiah,kehedsiah3,,2021-12-16 03:29:46+00:00,Twitter for Android,"RT @lintang_ayoe: Selama aku magang, aku belajar penyusunan RKAP project dll untk 1 thn anggaran pekerjaan 

jdi kontraktor ga bisa abal2,…"
1471321501110452226,1281433939597377537,arief hidayat,ariefhi10531820,,2021-12-16 03:29:16+00:00,Twitter for Android,"RT @FerdinandHaean3: Jk gagal Juni 2022, mk Anies Baswedan hrs dipenjarakan karena telah merugikan keuangan negara sangat besar..!!! Rakyat…"
1471321397062299653,1246765161433595904,🇮🇩#SelamatNatalMUI🇲🇨 🔰BRØKÊÑ WÏÑG🔰,KadrunGoblokPea,TeamCakra,2021-12-16 03:28:51+00:00,Twitter for Android,RT @otopilott: Pantesan @KPK_RI ....gak bisa independent ..gak ada nyali...sama formula e aja omdo
1471321395078459395,1121639756817821704,John S,JohnS68348814,"West Java, Indonesia",2021-12-16 03:28:51+00:00,Twitter for iPhone,"@Fer_78748 Semangkin lucu tugas @KPK_RI meluas ke ranah politik, kalau Sudah masuk politik pemberantasan korupsi ap… https://t.co/YcOxpvH2qu"
1471321275758907395,2316641785,Charlie,ChBdmn,,2021-12-16 03:28:22+00:00,Twitter for Android,"RT @FerdinandHaean3: Jk gagal Juni 2022, mk Anies Baswedan hrs dipenjarakan karena telah merugikan keuangan negara sangat besar..!!! Rakyat…"
1471321112399077378,1417516794,Untung Beriman,BerimanN,"Natar,lampung",2021-12-16 03:27:43+00:00,Twitter for Android,"@GunRomli Rom,elu kan anggota dewan laporin donk ke kpk/kejaksaan/polisi jangan cuma ngebacot di medsos... Anggota… https://t.co/LCBfJ3bAKT"
1471321063820722180,1117805607401037826,otopilot,otopilott,,2021-12-16 03:27:32+00:00,Twitter for Android,Pantesan @KPK_RI ....gak bisa independent ..gak ada nyali...sama formula e aja omdo https://t.co/GRWMEDPofO
1471321044359139328,158709452,Blackdrawing™,blackdrawing66,Terrafirma Tropica Indonesia,2021-12-16 03:27:27+00:00,Twitter for Android,@TomCruzz555 Iya😁 klo kurang kerjaan di KPK cuba bantuin gabener beresin sumur ratapan 🤣
1471320968144379908,171056126,April April,aapriliyanto,Jakarta,2021-12-16 03:27:09+00:00,Twitter for Android,"RT @madisnur: Pemerintah n DPR mau mengulang kembali cara pembahasan UU KPK dan Omnibus Law Cipta Kerja di RUU IKN

Terbukti kemudian melem…"
1471320847650476036,1296680853636972545,Gambar Kucing Doang,Punyapowerapah,In Refrigrator,2021-12-16 03:26:40+00:00,Twitter for Android,"RT @bintangku206: sepertinya malingnya sudah terang benderang, saksi juga masih hidup kenapa bang ""jago"" ini tak tersentuh hukum? kekuatan…"
1471320833557549061,1163958694226190336,Bukan K-Drone,BukanKDrone,"Denpasar Selatan, Indonesia",2021-12-16 03:26:37+00:00,Twitter for Android,@FerdinandHaean3 @KPK_RI Uand sdh di bagi-bagi 😂🤣 https://t.co/dLBJ77nu3H
1471320722765062151,1186946650595418116,VOI.id,voidotid,Indonesia,2021-12-16 03:26:10+00:00,VOI.ID,"Dalam pemeriksaan itu, penyidik mendalami sejumlah hal tentang dugaan korupsi pembangunan jalan tersebut https://t.co/SKC9T31zDI"
1471320673955975168,1104015217246138368,Lintang,lintang_ayoe,"Pulau Rakyat, Indonesia",2021-12-16 03:25:59+00:00,Twitter for Android,"Ak mmg mash beljar, tpi lihat realita pekeraan dilapangan jauuh banget, 
banyak mafia project yg buas2 

@KPK_RI km… https://t.co/h7vxiXA4fY"
1471320670717972486,1104015217246138368,Lintang,lintang_ayoe,"Pulau Rakyat, Indonesia",2021-12-16 03:25:58+00:00,Twitter for Android,"Selama aku magang, aku belajar penyusunan RKAP project dll untk 1 thn anggaran pekerjaan 

jdi kontraktor ga bisa a… https://t.co/5ja9oUKWmU"
1471320643543048194,2385294481,Herry_Benteng,BentenkNKRI,Jakarta,2021-12-16 03:25:51+00:00,Twitter for Android,RT @NyiMasRuminah: Pak Firly @KPK_RI ini bukti saja sudah bejibun. Apa tdk membuat KPK tergerak hatinya untuk memeriksa semua pengeluaran A…
1471320586190143491,869889090107326465,john setiono,setiono_john,,2021-12-16 03:25:38+00:00,Twitter Web App,@SKHery8 @KPK_RI @KPK_RI  jgn mau diledekin @KejaksaanRI
1471320570801233922,1326369175300956167,🇮🇩 Mochamad Imron 🇮🇩,Mochama51451250,Indonesia 🇮🇩,2021-12-16 03:25:34+00:00,Twitter Web App,RT @NyiMasRuminah: Pak Firly @KPK_RI ini bukti saja sudah bejibun. Apa tdk membuat KPK tergerak hatinya untuk memeriksa semua pengeluaran A…
1471320458901352449,2446376720,septian,septian_tk,"Kota Malang, Jawa Timur",2021-12-16 03:25:07+00:00,Twitter Web App,"@rib_mor @FerdinandHaean3 @KPK_RI Nah ini sdh di-list Izz Al Wiru, jgn cm formula E, sumur resapan saja lah...
Semu… https://t.co/0u6BOhMKaJ"
1471320427343454208,2914658816,Islam Bergerak,islam_bergerak,,2021-12-16 03:25:00+00:00,Twitter Web App,"RT @Dandhy_Laksono: Dari yang tersisa seperti Bansos pun, dikorupsi.

Dari pemberantas korupsi yang tersisa seperti KPK pun, dilucuti."
1471320399485022213,195333272,Agus Widjiastono,AW_astono,Following the path of P-wave,2021-12-16 03:24:53+00:00,Twitter for Android,"RT @Rauf693: @_ekokuntadhi Logikanya kalau susah melaksanakan nya kenapa di sign kerjasamanya?
Otak yg punya ide kegiatan ini yg harus dike…"
1471320316173426689,31678590,Johnny Tawas,Johnnytawas,"Jakarta, Indonesia.",2021-12-16 03:24:33+00:00,Twitter for Android,"Hello @KPK_RI 
@firlibahuri wah ternyata gang sama dgn wan abud yaaa, parah 😡"
1471320270195494916,1259419595808489473,Felix Magath 🇮🇩🇮🇩,FelixMagath6,"Kota Surabaya, Jawa Timur",2021-12-16 03:24:22+00:00,Twitter for Android,@Rakyat_Recehan Oh pantesan kasusnya jalan di tempat apalagi setelah didatangi Ketua KPK DKI si BW... 🤦‍♂️🤦‍♂️🤨🤨
1471320118437158917,1407341499818389506,Suhono Mintopawiro,SMintopawiro,,2021-12-16 03:23:46+00:00,Twitter for Android,"@yarachantique @KakekHalal Urusan Kpk itu menyeret koruptor, terutama yang sudah ada bukti nya tapi belum juga di tangkep"
1471320113722789892,84744477,Retno Wulandari,rora_boceng,"Bekasi, Jawa Barat",2021-12-16 03:23:45+00:00,Twitter for Android,"RT @bintangku206: sepertinya malingnya sudah terang benderang, saksi juga masih hidup kenapa bang ""jago"" ini tak tersentuh hukum? kekuatan…"
1471320107901018113,609998771,Oedjang Moekartho,moekartho,Jawa Tengah,2021-12-16 03:23:44+00:00,Twitter Web App,"RT @suwarno888: @TomCruzz555 Kayaknya rumor si Firly piaraan kebo Cikeas makin kentara 😜

Makanya dia tutup mata soal DKI 1

Ah... KPK RI a…"
1471320068931735556,1349471052,El gan,eljaimcity,,2021-12-16 03:23:34+00:00,Twitter for Android,"@Fer_78748 Ini namanya keluar dr mulut buaya ehhh masuk lgi ke mulut singa. KPK ancurrrrrr,!"
1471320064754212879,1438878082308337668,Agustinus Suranto,AgustinusSuran1,,2021-12-16 03:23:33+00:00,Twitter for Android,"@Fer_78748 @Ek4_Puspita Itu tandanya Ketua KPK udah jadi Bonekanya Bohir Cendana, Cikeas dan Chaplin ??? GIMANA YA… https://t.co/1gh2MQIS9c"
1471320037940072450,1005359926661689344,On,keledaituli,tanjung harapan,2021-12-16 03:23:27+00:00,Twitter for Android,"RT @Dandhy_Laksono: Dari yang tersisa seperti Bansos pun, dikorupsi.

Dari pemberantas korupsi yang tersisa seperti KPK pun, dilucuti."
1471319977072287745,61779973,Tiyara,yarachantique,Indonesia,2021-12-16 03:23:12+00:00,Twitter for Android,RT @mumungwisnu_1: Pansus @KPK_RI salah pilih nih kayaknya.....??
1471319975843426307,1418401455019499521,$omarw^n€S,S3fnatS,,2021-12-16 03:23:12+00:00,Twitter for Android,@HENDISU84145141 @visitortwt1 @KPK_RI Butuh direorganisasi lg tuh @KPK_RI
1471319919845277697,1331434549151088643,udin langkar,AmdBadarudin,,2021-12-16 03:22:59+00:00,Twitter for Android,RT @temponewsroom: Sebanyak 44 eks pegawai KPK mulai bertugas di Markas Besar Kepolisian RI. Setara dengan Brigade Mobil dan Detasemen Khus…
1471319834726072323,1439762206162231302,Ajie ❤🇮🇩💯%,Ajie_Makarona,,2021-12-16 03:22:39+00:00,Twitter for Android,"RT @FerdinandHaean3: Jk gagal Juni 2022, mk Anies Baswedan hrs dipenjarakan karena telah merugikan keuangan negara sangat besar..!!! Rakyat…"
1471319834176548864,1130958267922898944,Mas Ardi,ardianto_624,,2021-12-16 03:22:38+00:00,Twitter Web App,"RT @febridiansyah: https://t.co/kRbNKdMamk

Kasus suap-menyuap Rachel Vennya dan staf DPR, Ovelina Pratiwi, tidak bisa dijerat UU Tipikor k…"
1471319819286769665,1443949658208751619,Raja Agul Agul,agul_raja,,2021-12-16 03:22:35+00:00,Twitter for Android,@FerdinandHaean3 @KPK_RI Rakyat mana Lae?? Cebong dungu keleess 😂😂🤣🤣
1471319811858731009,1419633219511623685,Fysia,FysiaGnw,,2021-12-16 03:22:33+00:00,Twitter for Android,"RT @febridiansyah: https://t.co/kRbNKdMamk

Kasus suap-menyuap Rachel Vennya dan staf DPR, Ovelina Pratiwi, tidak bisa dijerat UU Tipikor k…"
1471319808851394564,1439762206162231302,Ajie ❤🇮🇩💯%,Ajie_Makarona,,2021-12-16 03:22:32+00:00,Twitter for Android,@FerdinandHaean3 @KPK_RI Apabila bersalah Tangkap dan penjarakan
1471319608845946882,4853367745,SENASURYA♉,senasurya53,,2021-12-16 03:21:45+00:00,Twitter Web App,"Tau begitu,.... Kenapa dipilih jadi ketua KPK? https://t.co/hEGO38eZGf"
1471319597844369411,1120701578040582144,Bundodina,bundodina,,2021-12-16 03:21:42+00:00,Twitter for Android,"@FerdinandHaean3 @KPK_RI Logika ngawur si bamsut 
Kalo gk bisa kembali ya di proses lah sesuai hukum yg berlaku bkn… https://t.co/tsCzMd812e"
1471319552839479298,1356842364342468608,Dede Nurillah,DedeNur44,"Bulungan, Kalimantan Utara",2021-12-16 03:21:31+00:00,Twitter for Android,KPK janji buru semua DPO kasus korupsi. Ayo Disiplin Prokes https://t.co/02nquoVJDx
1471319340553175040,515160900,Ayo Indonesia,shoufi_aslelmjg,Malang,2021-12-16 03:20:41+00:00,Twitter for Android,"RT @Dandhy_Laksono: Dari yang tersisa seperti Bansos pun, dikorupsi.

Dari pemberantas korupsi yang tersisa seperti KPK pun, dilucuti."
1471319253840138240,1063597048824516608,Insanity Buster / Gila lu Ndro !,gundalaRI,,2021-12-16 03:20:20+00:00,Twitter Web App,"RT @Dandhy_Laksono: Dari yang tersisa seperti Bansos pun, dikorupsi.

Dari pemberantas korupsi yang tersisa seperti KPK pun, dilucuti."
1471319223334965253,1208382112534974470,Epy Intan Marajo,AkuYaAk51035085,,2021-12-16 03:20:13+00:00,Twitter for Android,@TMhutabarat @Fahrihamzah @KPK_RI Ansuransi bumi putra memang luar biasa kejam ....sudah 17 tahun penantian berhara… https://t.co/OE3iMyNxrm
1471319175633145859,1307593189302218752,Ye_Yen Qeng,Yani03495310,,2021-12-16 03:20:01+00:00,Twitter for Android,"Ooooooohhhh pantas aja KPK jalan di tempat. Anus aja udh jelas banyak kelebihan bayar gak keciduk juga, ga kunjung… https://t.co/bSo0XQKuit"
1471319165273206786,954757374937522177,tisnaprasetia,tisnaprasetia1,"Bali, Indonesia",2021-12-16 03:19:59+00:00,Twitter Web App,"RT @WagimanDeep212_: Tugas KPK smangkin berat, skarang ngurusin politik jugak. 
Jelang 2024 mungkin akan lahir Partai KPK..jas wait 

https…"
1471319159837319179,536913630,Kang Udut,TomTracker2,,2021-12-16 03:19:58+00:00,Twitter for Android,"RT @yarachantique: Jd paham deh..
Kmana arah hati Ketua KPK Firli Bahuri berlabuh..

😏 https://t.co/wtbEWIKWfa"
1471319119144226819,170164455,atarva khoo,myatharva,,2021-12-16 03:19:48+00:00,Twitter Web App,"RT @FerdinandHaean3: Jk gagal Juni 2022, mk Anies Baswedan hrs dipenjarakan karena telah merugikan keuangan negara sangat besar..!!! Rakyat…"
1471319057437585409,1389059163297247232,NANo80,suwarno888,Indonesia,2021-12-16 03:19:33+00:00,Twitter for Android,"@TomCruzz555 Kayaknya rumor si Firly piaraan kebo Cikeas makin kentara 😜

Makanya dia tutup mata soal DKI 1

Ah...… https://t.co/7ZlUX0cZDT"
1471319024575287299,270219450,ᬲᬸᬩᬤᬶ Yasa,badaxp,Penebel - Tabanan - BALI,2021-12-16 03:19:25+00:00,Twitter for Android,"RT @TriIriandono: Perlu klarifikasi dari @firlibahuri dan @KPK_RI terkait poster ini.

Rakyat sdh menduga dan terus bertakon2, knp kasus ME…"
1471319008028749827,158709452,Blackdrawing™,blackdrawing66,Terrafirma Tropica Indonesia,2021-12-16 03:19:21+00:00,Twitter for Android,@TomCruzz555 KPK itu parte folitik new ya🤣
1471318981747171337,898169598897340420,KangEsCendol,RidlwanSyarief,Indonesia,2021-12-16 03:19:15+00:00,Twitter for Android,"RT @Dandhy_Laksono: Dari yang tersisa seperti Bansos pun, dikorupsi.

Dari pemberantas korupsi yang tersisa seperti KPK pun, dilucuti."
1471318965527867393,154102750,BeritaSatu,Beritasatu,Jakarta,2021-12-16 03:19:11+00:00,Twitter Web App,"Kemenaker beri klarifikasi terkait pemanggilan KPK terhadap Dirjen Binwasnaker dan K3 Haiyani Rumondang.

Selengkap… https://t.co/uVelYuvTsM"
1471318937593806854,1448332685819080708,Moko,Radensuryatmoko,"Gresik, Indonesia",2021-12-16 03:19:05+00:00,Twitter for Android,@FerdinandHaean3 @KPK_RI Setuju bang
1471318846837428224,1449947772174536708,Ravico Surya Rama Julio,Ravico27,,2021-12-16 03:18:43+00:00,Twitter for Android,"RT @FerdinandHaean3: Jk gagal Juni 2022, mk Anies Baswedan hrs dipenjarakan karena telah merugikan keuangan negara sangat besar..!!! Rakyat…"
1471318842580164611,2585242076,Mumung Wisnu,mumungwisnu_1,Ciledug-Tangerang,2021-12-16 03:18:42+00:00,Twitter for Android,Pansus @KPK_RI salah pilih nih kayaknya.....?? https://t.co/OLCjnOKvu4
1471318822766346245,1079458608,🇲🇨Benderaku Merah Putih 🇲🇨,still_hendro,Bogor,2021-12-16 03:18:37+00:00,Twitter for Android,@Fer_78748 Makin gak jelas nih @KPK_RI 😡
1471318713747918849,1249172483640397824,sixpact847 🇮🇩 🇮🇩,sixpact8471,,2021-12-16 03:18:11+00:00,Twitter for Android,"RT @FerdinandHaean3: Jk gagal Juni 2022, mk Anies Baswedan hrs dipenjarakan karena telah merugikan keuangan negara sangat besar..!!! Rakyat…"
1471318625675972611,1373635485386428419,Tukang Mancing 🎣 🇲🇨 🏖️,Petercumicumi1,"Jakarta Capital Region, Indone",2021-12-16 03:17:50+00:00,Twitter for Android,"RT @VeelaaRhie: Aneh ,, ko gotbener di kasih pinjaman duit mulu dr dana PEN (Pemulihan Ekonomi Nasional ) 12.69 Trilyun bwt pmbangunan Stad…"
1471318574169878530,1102375411202154496,Si Meong 😺😺😸😹,Rajadero1,,2021-12-16 03:17:38+00:00,Twitter for Android,"@AdvSupyadi @KPK_RI KPK???? 
HELLOOOO..."
1471318547951284228,1448332685819080708,Moko,Radensuryatmoko,"Gresik, Indonesia",2021-12-16 03:17:32+00:00,Twitter for Android,@VeelaaRhie @KPK_RI Aji mumpung..
1471318511133749250,1438878082308337668,Agustinus Suranto,AgustinusSuran1,,2021-12-16 03:17:23+00:00,Twitter for Android,@FerdinandHaean3 @L1zzyCrazy @KPK_RI Jangan Takut Bang Fer... Kalau sampai awal Januari KPK DIAM..Berarti si Ketua… https://t.co/mujGzEWMzI
1471318458235117572,984293630100713472,Ishano,ishano80,Nusantara,2021-12-16 03:17:10+00:00,Twitter for Android,"RT @bintangku206: sepertinya malingnya sudah terang benderang, saksi juga masih hidup kenapa bang ""jago"" ini tak tersentuh hukum? kekuatan…"
1471318423325982720,884672657920212992,kanaro,pad4ng1107,,2021-12-16 03:17:02+00:00,Twitter for Android,@inong911 @yusniar12612056 @YustusHarefa @FerdinandHaean3 @KPK_RI Venomena 1000 rupiah
1471318419303985162,1426374977607979010,Gumil$C0de,GumilsArt,,2021-12-16 03:17:01+00:00,Twitter for Android,"@Joyvina7 Usaha dia banyak, rekan² bisnisnya pengusaha pengeplang pajak, kalaupun itu berita ga benar, alangkah bai… https://t.co/v91vnjfXRg"
1471318401897299971,133794765,Yana W,yana_diah,Jakarta,2021-12-16 03:16:57+00:00,Twitter for Android,"RT @FerdinandHaean3: Jk gagal Juni 2022, mk Anies Baswedan hrs dipenjarakan karena telah merugikan keuangan negara sangat besar..!!! Rakyat…"
1471318393806462980,924713934916947968,Anas Ismail,anasismail1990,"Jakarta, Indonesia",2021-12-16 03:16:55+00:00,Twitter for Android,"@FerdinandHaean3 @KPK_RI Elu, dijitak pak bamsoet aja gak seberapa, kalau ngomong sok belaga betul aja bw2 rakyat. Rakyat Batak 😂😂"
1471318362730872835,105444339,Mira,aralicka,"Surakarta, Indonesia",2021-12-16 03:16:48+00:00,Twitter for Android,"RT @Dandhy_Laksono: Dari yang tersisa seperti Bansos pun, dikorupsi.

Dari pemberantas korupsi yang tersisa seperti KPK pun, dilucuti."
1471318342791098368,982801147462205440,Mukhlis Sahabuddin,pabbicara,,2021-12-16 03:16:43+00:00,Twitter for Android,"RT @febridiansyah: https://t.co/kRbNKdMamk

Kasus suap-menyuap Rachel Vennya dan staf DPR, Ovelina Pratiwi, tidak bisa dijerat UU Tipikor k…"
1471318316425699328,1277971891739746304,Muhsin Ahsin,Muhsinsukandar5,,2021-12-16 03:16:37+00:00,Twitter for Android,"@fachrezzy_s @py2kphotography @FerdinandHaean3 @KPK_RI Itu Kontraktornya yg keliru, elevasinya gak tepat, geser. 
O… https://t.co/srNzYGnedy"
1471318315083595780,536913630,Kang Udut,TomTracker2,,2021-12-16 03:16:36+00:00,Twitter for Android,"@Ariest65449236 @Speedtrap_ BANG SWAAAAT..! 
@KPK_RI gimana neh..?"
1471318274470137858,1468613660775895040,Resswo Budisudarmo,b_resswo,,2021-12-16 03:16:27+00:00,Twitter for Android,"@FerdinandHaean3 @KPK_RI Biar saja jadi tontonan warga, untuk  bisa melihat mereka mereka yang tidak mampu dan berh… https://t.co/3Q8TzLf7Lu"
IdTweet,IdUser,UserName,ScreenName,Location,TweetAt,UploadTweet,OriginalTweet
1471318181746642947,1279943505889001472,TRIO KWEK KWEK,TRIOKWEKKWEKkI2,,2021-12-16 03:16:04+00:00,Twitter Web App,"RT @WartegPerjuang1: Aamiin ya Rabb, teruslah semangat suarakan ketidakadilan. ✊🇲🇨
Saking banyaknya kasus korupsi dan kerusakan parah kerug…"
1471318180597415939,1215105745311522817,Bernard Rumkorem (Wosvyak),Bernardroem,"Houston, TX",2021-12-16 03:16:04+00:00,Twitter for Android,"RT @Dandhy_Laksono: Dari yang tersisa seperti Bansos pun, dikorupsi.

Dari pemberantas korupsi yang tersisa seperti KPK pun, dilucuti."
1471318160619945984,254413335,SimpleBabble,AlexMsiagian,Pacific Ocean,2021-12-16 03:15:59+00:00,Twitter for Android,"RT @mahasiswigenz: Ouhh ternyata Ketua KPK pernah jd IDOLA Aksi 212.

Apa ini tanda KPK takut Periksa Formula-E ?? https://t.co/ONNjfznYLJ"
1471318034044186624,1268759408395169792,Maydivaca,maydivaca,,2021-12-16 03:15:29+00:00,Twitter Web App,"RT @febridiansyah: https://t.co/kRbNKdMamk

Kasus suap-menyuap Rachel Vennya dan staf DPR, Ovelina Pratiwi, tidak bisa dijerat UU Tipikor k…"
